;351;"http://dx.doi.org/10.1016/j.wasman.2017.04.038";"Chemical";"oxidizer";"Chemical pretreatment of lignocellulosic agroindustrial waste for methane production"
;1162;"http://dx.doi.org/10.1007/s11356-022-20940-5";"Chemical";"alkaline";"Influences of organic loading, feed-to-inoculum ratio, and different pretreatment strategies on the methane production performance of eggplant stalk"
;189;"http://dx.doi.org/10.1016/j.wasman.2019.10.020";"Physical";"thermal";"Evaluation of hydrothermal pretreatment for biological treatment of lignocellulosic feedstock (pepper plant and eggplant)"
;333;"http://dx.doi.org/10.1016/j.wasman.2017.04.038";"Chemical";"alkaline";"Chemical pretreatment of lignocellulosic agroindustrial waste for methane production"
;990;"http://dx.doi.org/10.2175/106143017X15131012153194";"Physical";"thermal";"Solubilization of Organics Due to Thermal Hydrolysis Pretreatment and the Shift in Microbial Population in Anaerobic Digestion"
;409;"http://dx.doi.org/10.1016/j.eti.2021.101714";"Chemical";"oxidizer";"Continuous anaerobic digestion of zucchini stem after pretreatment"
;1358;"http://dx.doi.org/10.1016/j.jclepro.2018.09.024";"Chemical";"oxidizer";"Assess a new strategy and develop a new mixer to improve anaerobic microbial activities and clean biogas production"
;1617;"http://dx.doi.org/10.1016/j.fuel.2020.118802";"Physical";"thermal";"Surfactant assisted microwave disintegration of green marine macroalgae for enhanced anaerobic biodegradability and biomethane recovery"
;2;"http://dx.doi.org/10.1016/j.biortech.2016.10.085";"Physical";"thermal";"Effect of hydrothermal pretreatment on Miscanthus anaerobic digestion"
;625;"http://dx.doi.org/10.1016/j.cjche.2020.06.022";"Chemical";"alkaline";"Effect of ultrasonic assisted KOH pretreatment on physiochemical characteristic and anaerobic digestion performance of wheat straw"
;1115;"http://dx.doi.org/10.1016/j.apenergy.2016.09.042";"Chemical";"oxidizer";"Synergistic pretreatment of waste activated sludge using CaO2 in combination with microwave irradiation to enhance methane production during anaerobic digestion"
;16;"http://dx.doi.org/10.1016/j.energy.2013.01.071";"Physical";"mechanical desintegration";"Mechanical pretreatment effects on macroalgae-derived biogas production in co-digestion with sludge in Ireland"
;675;"http://dx.doi.org/10.1016/j.indcrop.2020.112402";"Chemical";"alkaline";"Improving the methane production from zucchini stem by response surface methodology and different pretreatments"
;1127;"http://dx.doi.org/10.1016/j.matchemphys.2021.124614";"Chemical";"solvent";"Enhanced simultaneous saccharification and fermentation of Napier grass and Napier silage for two stage bio-hydrogen and methane production using organosolv and hydrothermal"
;676;"http://dx.doi.org/10.1016/j.indcrop.2020.112402";"Chemical";"oxidizer";"Improving the methane production from zucchini stem by response surface methodology and different pretreatments"
